Date Announced (dateann),Unique DEAL ID (master_deal_no),Target Name (tmanames),Acquiror Name (amanames),Acquiror is a Financial Sponsor (Yes/No Flag) (afinancial),Acquiror is a Leverage Buyout Firm (albofirm),Acquiror is a Limited Partnership Flag (alp),Deal Attitude (attitude),Deals is a Divestiture Flag (divest),Division (division),Form of transaction (form),Percentage of consideration paid in cash (pct_cash),Percentage of consideration paid in other then cash or stock (p,Percentage of consideration paid in stock (pct_stk),Percentage of consideration which is unknown (pct_unknown),Percentage of Shares Sought (psought),Percentage of Shares Acquiror is Seeking to Own After Transacti,Related Deals Flag (rd),Deal is a Repurchase Flag (repurch),Source of Funds Borrowing Flag (sfbor),Source of Funds Common Stock Issue Flag (sfcom),Financing via Internal Corporate Funds Flag (sfcorp),Financing via Debt Securities Flag (sfdebt),Financing via Line of Credit Flag (sflc),Deal Status (status),Ranking Value incl Net Debt of Target (USD Mil) (rankval),TR Acquiror Industry Description (atf_mid_desc),TR Target Industry Description (ttf_mid_desc),TR Acquiror Macro Description (atf_macro_desc),TR Target Macro Description (ttf_macro_desc),Acquiror Nation (anation),Acquiror Nation Code (anationcode),Target Nation (tnation),Target Nation Code (tnationcode),Target Public Status (tpublic),Acquiror Public Status (apublic),deal_value,Enterprise Value ($mil) (entval),Equity Value ($mil) (eqval),Price Per Share (pr),Target Sales LTM ($mil) (salesltm),Target EBIT LTM ($mil) (ebitltm),Target Pre-Tax Income LTM ($mil) (ptincltm),Target Net Income LTM ($mil) (niltm),Target Net Assets ($mil) (netass),Target Total Assets ($mil) (tass),Target Cash Flow LTM ($mil) (cashflow),Target Book Value ($mil) (bookvalue),Target Common Equity ($mil) (commonequity),Target Earnings Per Share ($mil) (epsltm),Target Closing Stock Price 1 day Prior to Deal Announcement Day,Target Closing Stock Price 1 week Prior to Deal Announcement Da,Target Closing Stock Price 4 weeks Prior to Deal Announcement D,Consideration Offered (considoff),Consideration Sought (considsought),Vix,Interest rates,GDP growth,Healthcare growth,Covid19 
24.02.2014,2583890020,Medpace Inc,Cinven Ltd,Yes,Yes,No,Friendly,Yes,No,Acq. Maj. Int.,100,0,0,0,,,Yes,No,No,No,No,No,No,0,915,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United States,US,Sub.,Sub.,915,,,,244.27,58.863,39.1,24.8,,,89.382,,,0.6267,,,,"Cash Only, Cash Only",Stock,16.6,0.25,2.5,5.5,0
29.01.2024,4187641040,APT Medical Inc,Shenzhen Mindray Tech Hldg Co,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,21.1,21.1,No,No,No,No,Yes,No,No,0,926.99,Asset Management,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Sub.,926.99,4241.637,4417.259,65.65,232.496,79.729,84,73.6,277.7,362.5,89.295,4.1,269.927,1.1304,50.239,46.997,54.735,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
23.05.2016,2962520020,Varian Med Sys Inc-Imaging Com,Shareholders,No,No,No,Not Appl.,Yes,Yes,Acquisition,0,100,0,0,100,100,No,No,No,No,No,No,No,0,895.991,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Sub.,Priv.,949.891,896.097,949.997,25.41,630.7,107.1,103.7,65.5,564,644.7,122.8,14.8,553.7,1.7409,,,,Common Stock,Common Stock,14,0.75,1.6,4.8,0
13.03.2023,4051770040,Synlab AG,Ephios Luxembourg SARL,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,57,100,No,No,Yes,No,No,No,No,0,988.107,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Luxembourg,LX,Germany,WG,Public,Sub.,988.107,3967.866,2351.265,10.64,3478.708,481.174,302.8,163.2,2497,5758.9,803.63,11.4,2496.96,0.728,7.136,7.325,8.764,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
09.05.2017,3102672020,Waters Corp,Waters Corp,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,1,1000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1000,,,,2190.146,643.07,607,533,2394.8,4810.7,739.273,29.9,2394.814,6.6164,173.07,173.75,155.88,"Cash Only, Cash Only",Common Stock,11,1.5,2.4,4.6,0
08.01.2021,3684747020,Hologic Inc,Hologic Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,1,1000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1000,,,,3387.1,581.9,-264.6,83.6,2257.7,6311.9,1020.6,8.5,2250.8,0.3212,77.97,72.83,74.32,"Cash Only, Cash Only",Common Stock,17.2,0.25,5.7,3.9,0
13.11.2015,2819936020,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,1.8,1.8,No,Yes,No,No,No,No,No,0,1000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1000,67966.038,54774.238,,16889.6,2035.5,2087.2,1895.5,20548.1,42852.1,3720.3,51.3,20548.1,4.7602,132.44,134.3,126.4,"Cash Only, Cash Only",Common Stock,16.9,0.25,3.1,5.5,0
02.12.2016,3043629020,Vascular Solutions Inc,Teleflex Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,No,No,Yes,0,970.094,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1009.161,970.094,1009.161,56,122.338,13.198,13.3,10.6,142.4,156.6,18.271,8.1,142.408,0.6153,55.1,54.5,44.05,"Cash, Option","Common Stock, Common Stock",14,0.75,1.6,4.8,0
29.03.2017,3086822040,Biotest AG,Tiancheng (Germany) Pharm,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,No,No,No,0,1298.856,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,Germany,WG,Germany,WG,Public,Sub.,1016.464,1856.333,1186.27,30.82,581.782,66.477,55.4,36.3,379.4,981.2,90.565,9.6,379.194,0.9038,20.009,19.918,19.086,"Cash, Cash","Ordinary Share, Preference Share",11,1.5,2.4,4.6,0
20.03.2023,4054322040,Healius Ltd,Australian Clinical Labs Ltd,No,No,No,Unsolic.,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,1,2171.29,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Australia,AU,Australia,AU,Public,Public,1024.571,2200.569,1033.638,1.78,1268.785,105.125,26.4,23.9,1255.8,2765.7,296.297,2.2,1255.84,0.0436,1.861,1.846,1.989,"Newly Issued Ord Sh, Newly Issued Ord Sh, Ordinary Share","Ordinary Share, Other Consideration, Option",21.7,5.33,2.9,7.5,0
08.01.2016,2891630020,Affymetrix Inc,Thermo Fisher Scientific Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,Yes,No,Yes,No,Yes,No,No,0,1137.459,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1152.138,1144.664,1159.343,14,359.786,26.703,10.8,10.1,339.3,546.9,48.541,4.2,339.253,0.1299,9.34,10.09,9.14,"Cash, Cash","Common Stock, Option",14,0.75,1.6,4.8,0
18.04.2022,3906004020,Natus Medical Inc,Prince Parent Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,Yes,No,Yes,No,0,1076.619,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,France,FR,United States,US,Public,Sub.,1160.904,1076.618,1160.903,33.5,478.304,33.785,19.9,12.7,430.9,568.1,61.539,12.5,430.894,0.3759,26.05,25.01,25.23,"Cash, Cash, Cash","Common Stock, Restricted Common, Option",22.5,4.25,2.1,4.5,0
25.02.2020,3517994040,Healius Ltd,Partners Group Holding AG,Yes,Yes,No,Unsolic.,No,No,Merger,100,0,0,0,84.1,100,Yes,No,No,No,No,No,No,1,2561.563,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,Switzerland,SZ,Australia,AU,Public,Public,1176.11,2959.51,1486.575,2.25,1318.544,83.761,56.2,71.3,1460.6,3276.1,201.292,2.3,1460.579,0.1149,1.869,1.925,1.947,"Cash Only, Cash Only",Ordinary Share,26.9,0.25,-3.4,9.7,1
03.01.2019,2962592040,Healius Ltd,Jangho Hong Kong Ltd,No,No,No,Unsolic.,No,No,Merger,100,0,0,0,84.1,100,No,No,No,No,No,No,No,1,1642.607,Building/Construction & Engineering,Healthcare Equipment & Supplies,Industrials,Healthcare,Hong Kong,HK,Australia,AU,Public,Sub.,1186.971,1885.572,1425.695,2.27,1237.381,73.239,14.8,1.9,1446.9,2327.4,136.821,2.3,1446.878,0.0004,2.63,2.614,2.66,"Cash Only, Cash Only",Ordinary Share,13.8,1.75,2.3,4.6,0
30.06.2014,2652212040,Sauflon Pharmaceuticals Ltd,CooperVision(UK)Holdings Ltd,No,No,No,Friendly,No,No,Merger,88.38,11.62,0,0,100,100,No,No,Yes,No,Yes,No,No,0,1220.799,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Sub.,1220.799,1072.579,1072.579,,135.767,17.821,14.7,12.5,37.4,115.7,25.042,,37.356,,,,,"Cash, Liabilities, Loan Notes","Stock, Stock, Stock",16.6,0.25,2.5,5.5,0
01.11.2018,3305372020,Pacific Biosciences of CA Inc,Illumina Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,1,1135.041,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1236.404,1158.145,1259.508,8,84.035,-90.893,-92.5,-92.5,131.9,182.9,-83.647,0.9,131.88,-0.7236,4.45,4,4.39,"Cash, Cash","Common Stock, Option",15.5,2.5,2.9,4.4,0
28.03.2017,3086887040,ConvaTec Group PLC,Novo Holdings A/S,Yes,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,19.9,19.9,No,No,No,No,No,No,No,0,1271.096,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,Denmark,DN,United Kingdom,UK,Public,Sub.,1271.096,7772.606,6261.105,3.27,1688.3,180.2,-125.8,-202.8,1246.2,3513.9,362,0.6,1246.201,-0.1473,0,0,0,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
29.01.2018,3207593040,Sirtex Medical Ltd,Varian Medical Systems Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,Yes,No,Yes,No,Yes,No,No,1,1208.272,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Australia,AU,Public,Public,1283.53,1145.84,1218.239,22.71,181.926,46.223,-27.3,-18.3,102.3,128.6,50.402,1.8,102.308,-0.3092,14.828,14.687,12.887,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
06.08.2015,2789263040,China Cord Blood Corp,Nanjing Xinjiekou Dept Store,No,No,No,Friendly,Yes,No,Acq. Maj. Int.,39.3,0,60.7,0,65.4,65.4,No,No,No,Yes,No,No,No,1,1337.558,Healthcare Providers & Services (HMOs),Healthcare Equipment & Supplies,Healthcare,Healthcare,China,CH,Hong Kong,HK,Public,Public,1337.558,,,,104.426,36.026,22.9,14.8,255.2,684.8,44.192,3.5,254.326,0.1835,5.88,5.44,5.49,"Cash, Newly Issued Ord Sh","Ordinary Share, Ordinary Share",16.9,0.25,3.1,5.5,0
19.06.2017,3116064040,EUROIMMUN,PerkinElmer Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,1384.968,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Germany,WG,Priv.,Public,1344.99,1299.746,1262.228,,252.101,40.181,36.2,24.5,135.2,248.4,56.099,,135.173,,,,,"Cash Only, Cash Only",Stock,11,1.5,2.4,4.6,0
26.02.2015,2727819040,Sorin SpA,Cyberonics Inc,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,0,1495.039,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,Italy,IT,Public,Public,1364.128,1606.803,1465.374,2.85,903.757,73.633,73.8,62.9,776.9,1305.9,129.549,1.6,776.853,0.1317,2.496,2.428,2.299,Common Stock,Ordinary Share,16.9,0.25,3.1,5.5,0
18.03.2016,2935760020,Affymetrix Inc,Origin Technologies Corp LLC,No,No,No,Unsolic.,No,No,Merger,100,0,0,0,100,100,Yes,No,No,No,No,No,Yes,1,1390.643,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Priv.,1405.322,1389.636,1404.315,17,359.786,26.703,10.8,10.1,339.3,546.9,48.541,4.2,339.253,0.1299,9.34,10.09,9.14,"Cash, Cash, Cash, Cash","Common Stock, Option, Common Stock, Option",14,0.75,1.6,4.8,0
04.05.2018,3241185040,Sirtex Medical Ltd,Investor Group,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,Yes,No,No,No,Yes,Yes,No,0,1341.04,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,Australia,AU,Public,Priv.,1410.915,1389.488,1461.887,25.3,181.926,46.223,-27.3,-18.3,102.3,128.6,50.402,1.8,102.308,-0.3092,14.828,14.687,12.887,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
25.01.2023,4030902040,Osstem Implant Co Ltd,Dentistry Investment Co Ltd,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,71.8,71.8,Yes,No,No,No,No,No,No,0,1467.822,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Sub.,1467.822,2203.021,2104.195,154.15,835.479,181.064,160.4,114.4,287.5,1088.3,210.107,19.5,272.149,8.1131,132.236,112.872,106.798,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
04.06.2015,2759062020,Bio-Reference Laboratories Inc,OPKO Health Inc,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,0,1517.737,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1471.339,1517.527,1471.129,52.58,882.467,89.519,87.3,50.6,336.7,512.7,115.98,12.1,336.658,1.825,32.96,33.1,32.98,"Common Stock, Common Stock","Common Stock, Option",16.9,0.25,3.1,5.5,0
07.07.2022,3945908020,Meridian Bioscience Inc,Columbus Holding Co,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,Yes,No,No,0,1458.029,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Sub.,1516.516,1446.325,1504.812,34,343.547,85.52,57.5,43.4,370,465.9,102.066,8.5,369.95,0.9972,33.55,30.42,27.55,"Cash, Cash, Cash","Common Stock, Option, Other Consideration",22.5,4.25,2.1,4.5,0
27.05.2021,3746053040,Medmix AG,Shareholders,No,No,No,Not Appl.,Yes,No,Acquisition,0,100,0,0,100,100,No,No,No,No,No,No,No,0,2039.521,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Switzerland,SZ,Switzerland,SZ,Priv.,Priv.,1612.691,2061.352,1629.954,47.07,447.075,48.005,36.1,30.6,253.1,918.7,99.146,7.4,253.108,0.8931,,,,Ordinary Share,Ordinary Share,17.2,0.25,5.7,3.9,0
14.02.2017,3070009020,Cynosure Inc,Hologic Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,Yes,No,No,0,1460.682,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1641.264,1455.182,1635.764,66,433.532,27.34,24.9,14.2,455.5,586.5,48.04,19.2,455.494,0.6094,51.5,50.55,43.95,"Cash, Cash","Common Stock, Option",11,1.5,2.4,4.6,0
17.12.2014,2637562040,Sebia SA,Investor Group,No,No,No,Friendly,Yes,No,Acq. of Assets,100,0,0,0,100,100,Yes,No,No,No,No,No,Yes,0,1726.69,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,France,FR,Sub.,Priv.,1726.69,,,,137.861,75.863,89.8,63.1,112.4,180,78.442,,112.359,,,,,"Cash Only, Cash Only",Assets,16.6,0.25,2.5,5.5,0
03.02.2014,2606595020,ArthroCare Corp,Smith & Nephew PLC,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,Yes,No,No,0,1516.217,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United Kingdom,UK,United States,US,Public,Public,1731.07,1467.831,1402.548,48.25,377.989,32.66,31.1,26.1,487.6,594.1,47.2,14.2,403.095,0.6549,45.38,46.27,39.97,"Cash, Cash, Cash, Cash, Cash","Option, Convert. Preferred A, Restricted Common, Other Consideration, Common Stock",16.6,0.25,2.5,5.5,0
19.11.2018,3312536020,Agilent Technologies Inc,Agilent Technologies Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,1,1750,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1750,,,,4914,1021,946,868,4571,8541,1233,14.4,4567,2.7041,64.99,64.5,64.28,"Cash Only, Cash Only",Common Stock,15.5,2.5,2.9,4.4,0
11.04.2021,3726778020,Luminex Corp,DiaSorin SpA,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,Yes,No,No,0,1768.531,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Italy,IT,United States,US,Public,Public,1786.577,1752.413,1770.459,37,437.66,54.261,39,23.6,488,819,85.151,10.6,488.047,0.5095,32.95,33.38,32.76,"Cash, Cash","Common Stock, Option",17.2,0.25,5.7,3.9,0
29.12.2022,4020511040,Medit Corp,MBK Partners LLC,Yes,Yes,No,Friendly,Yes,No,Acq. Maj. Int.,100,0,0,100,99.5,99.5,No,No,No,No,No,No,No,0,1883.284,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Sub.,Priv.,1883.284,1957.124,2030.422,,160.432,87.572,89.6,74.1,126.5,162.3,88.964,,126.463,,,,,Cash Only,Stock,22.5,4.25,2.1,4.5,0
16.05.2018,3244936020,Abaxis Inc,Zoetis Inc,No,No,No,Friendly,Yes,No,Merger,100,0,0,0,100,100,No,No,No,No,Yes,Yes,No,0,1827.744,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,1994.35,1717.328,1883.934,83,244.7,38.655,43.4,30.7,290.7,341.1,46.755,12.8,290.693,1.3548,71.75,68.4,73.44,"Cash, Cash, Cash","Common Stock, Restricted Common, Other Consideration",15.5,2.5,2.9,4.4,0
03.11.2022,3996452020,Immucor Inc,Werfen SA,No,No,No,Friendly,Yes,No,Acq. of Assets,0,0,0,100,100,100,No,No,No,No,Yes,No,Yes,0,2000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Spain,SP,United States,US,Sub.,Priv.,2000,,,,384.351,24.907,-71.4,-48.4,310.4,1663.9,97.115,3034580,303.458,,,,,Cash Only,Assets,22.5,4.25,2.1,4.5,0
24.01.2017,3064299020,Intuitive Surgical Inc,Intuitive Surgical Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,Yes,No,No,0,2000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,2000,,,,2704.4,957.3,980.8,735.9,5777.8,6486.9,1049.4,148.9,5777.8,19.2141,655.03,663.74,639.51,"Cash Only, Cash Only",Common Stock,11,1.5,2.4,4.6,0
29.07.2014,2659575040,Nobel Biocare Holding AG,Danaher Corp,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,96.4,100,Yes,No,No,No,No,No,No,0,2019.269,Other Industrials,Healthcare Equipment & Supplies,Industrials,Healthcare,United States,US,Switzerland,SZ,Public,Public,2114.643,2259.733,2360.313,18.29,771.116,103.586,89.9,68.4,471,841.8,139.461,3.8,471.021,0.5577,14.918,14.918,14.595,"Cash Only, Cash Only",Ordinary Share,16.6,0.25,2.5,5.5,0
02.08.2021,3769856040,Smiths Medical 2020 Ltd,Trulli Bidco Ltd,No,No,No,Friendly,Yes,No,Acq. of Assets,81.82,9.09,9.09,0,100,100,Yes,No,No,No,No,No,No,1,2200.001,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United Kingdom,UK,Sub.,Sub.,2200.001,,,,3334.822,353.376,174.1,349.5,3133.3,6951,541.843,7.8,3105.782,0.2213,,,,"Cash, Stock, Earnout","Assets, Assets, Assets",17.2,0.25,5.7,3.9,0
28.02.2022,3880544040,Oxford Instruments PLC,Spectris PLC,No,No,No,Friendly,No,No,Merger,62.9,0,37.1,0,100,100,No,No,No,No,No,No,No,1,2274.644,Other Industrials,Healthcare Equipment & Supplies,Industrials,Healthcare,United Kingdom,UK,United Kingdom,UK,Public,Public,2395.423,2330.311,2454.46,41.56,438.861,65.312,71.9,57.6,366.8,621,89.564,6.4,366.797,1.0034,27.078,26.271,29.108,"Cash, Newly Issued Ord Sh","Ordinary Share, Ordinary Share",22.5,4.25,2.1,4.5,0
13.02.2017,3069564020,ZELTIQ Aesthetics Inc,Allergan Plc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,2340.636,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,2396.913,2337.866,2394.143,56.5,354.201,13.224,14.8,0.7,137.7,214.3,16.924,3.4,137.727,0.0175,49.4,45.27,41.8,"Cash, Cash","Common Stock, Option",11,1.5,2.4,4.6,0
05.06.2015,2762721040,Mindray Med Intl Ltd,Investor Group,No,No,No,Friendly,No,No,Merger,100,0,0,0,73.2,100,No,No,Yes,Yes,No,No,No,0,1670.706,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,2475.638,1685.587,2490.519,28,1330.506,197.378,235.1,189.8,1655.1,2466.9,257.175,17.9,1580.083,1.6193,30.47,26.97,30.76,"Cash, Cash","American Depy Share, Option",16.9,0.25,3.1,5.5,0
08.11.2021,3824336040,Atos Medical AB,Coloplast A/S,No,No,No,Friendly,Yes,No,Acq. of Assets,100,0,0,100,100,100,No,No,Yes,No,No,No,No,0,2492.473,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Denmark,DN,Sweden,SW,Sub.,Public,2492.473,,,,126.835,52.17,6.4,6.3,74.8,324.3,60.326,,74.799,,,,,Cash Only,Assets,17.2,0.25,5.7,3.9,0
29.07.2019,3434769020,Genomic Health Inc,Exact Sciences Corp,No,No,No,Friendly,No,No,Merger,41.8,0,58.2,0,100,100,No,No,No,No,No,No,No,0,2257.494,Professional Services,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,United States,US,United States,US,Public,Public,2500.688,2210.267,2453.461,63.51,428.776,48.222,51.5,50.7,317.2,426.2,61.182,8.5,317.221,1.3921,68.66,55.97,58.17,"Cash, Common Stock, Cash, Common Stock, Common Stock","Common Stock, Option, Restricted Common, Common Stock, Restricted Common",13.8,1.75,2.3,4.6,0
06.11.2014,2689249040,Siemens Audiologische Technik,Investor Group,No,No,No,Friendly,Yes,No,Acq. of Assets,100,0,0,0,100,100,No,No,Yes,No,No,No,No,0,2661.55,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Guernsey,GG,Germany,WG,Sub.,Priv.,2661.55,,,,176.463,6.628,100.1,102.7,48.3,110.9,,,48.341,,,,,"Cash, Earnout","Assets, Assets",16.6,0.25,2.5,5.5,0
18.12.2020,3675217020,BioTelemetry Inc,Philips Holding USA Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,2751.099,Other Industrials,Healthcare Equipment & Supplies,Industrials,Healthcare,United States,US,United States,US,Public,Sub.,2682.998,2672.596,2604.495,72,438.829,57.67,32.2,17.7,396.4,732.8,103.02,11.6,396.381,0.483,61.78,59.53,49.36,"Cash, Cash, Cash, Cash","Common Stock, Option, Restricted Common, Other Consideration",26.9,0.25,-3.4,9.7,1
13.08.2023,4119030040,Koninklijke Philips NV,Exor NV,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,15,15,No,No,No,No,No,No,No,0,2819.664,Other Industrials,Healthcare Equipment & Supplies,Industrials,Healthcare,Italy,IT,Netherlands,NT,Public,Public,2819.664,25814.512,18566.513,20.24,18383.945,1690.126,-2015.6,-2055.3,12160,29506,2880.488,13.2,12126,-2.3057,20.242,20.822,22.752,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
20.04.2018,3238089020,Waters Corp,Waters Corp,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,No,No,No,1,3000,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,3000,,,,2341.779,699.752,668.2,588.7,2114.9,4489.5,812.335,27,2114.894,7.4005,207.39,202.32,199.51,"Cash Only, Cash Only",Common Stock,15.5,2.5,2.9,4.4,0
07.04.2021,3722849040,LumiraDx Ltd,CA Healthcare Acquisition Corp,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,Yes,No,No,No,0,3000,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United Kingdom,UK,Priv.,Public,3000,3009.046,3007.699,,4.332,0.328,0.3,0.3,0.1,4,0.388,-1.4,0.13,-0.9232,,,,"Common Stock, Common Stock","Stock, Stock",17.2,0.25,5.7,3.9,0
09.02.2023,3830910020,NuVasive Inc,Globus Medical Inc,No,No,No,Friendly,No,No,Merger,0,0,100,0,100,100,No,No,No,No,No,No,No,0,3771.146,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,3125.595,3654.725,3009.174,57.72,1201.942,83.44,52.3,40.4,868.9,2224.5,230.473,16.7,868.89,0.7769,56.16,57.02,56.06,"Common Stock Type A, Common Stock Type A, Common Stock Type A","Common Stock, Restricted Common, Other Consideration",21.7,5.33,2.9,7.5,0
22.07.2015,2778342020,Thoratec Corp,St Jude Medical Inc,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,Yes,No,No,No,Yes,0,3246.294,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,United States,US,United States,US,Public,Public,3520.449,3280.648,3554.802,63.5,483.8,54.173,53,38.8,680.2,817.2,69.476,12.4,680.228,0.706,57.58,46.45,45.01,"Cash, Option","Common Stock, Common Stock",16.9,0.25,3.1,5.5,0
15.09.2014,2778456020,Alere Inc,Investor Group,No,No,No,Unsolic.,No,No,Merger,100,0,0,0,95.8,100,No,No,Yes,No,No,No,Yes,1,7750.861,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Priv.,3736.667,7917.63,3903.436,46,2980.773,117.864,-139.3,-78.1,2068.8,6990.7,539.366,17.6,1457.262,-1.2179,36.61,36.41,34.82,"Cash, Common Stock","Common Stock, Option",16.6,0.25,2.5,5.5,0
